event;info
ClientUserinfoChanged:;8 n\Mal\t\2\model\james\hmodel\*james\g_redteam\\g_blueteam\\c1\4\c2\5\hc\100\w\0\l\0\tt\0\tl\0
ClientBegin:;8
Item:;7 weapon_railgun
Kill:;2 4 10: Isgalamido killed Zeh by MOD_RAILGUN
Item:;8 weapon_rocketlauncher
Item:;6 team_CTF_blueflag
Kill:;2 6 10: Isgalamido killed Chessus by MOD_RAILGUN
Item:;8 team_CTF_redflag
Kill:;1022 7 22: <world> killed Assasinu Credi by MOD_TRIGGER_HURT
Item:;4 weapon_railgun
Item:;5 weapon_rocketlauncher
Item:;4 weapon_rocketlauncher
Kill:;2 8 10: Isgalamido killed Mal by MOD_RAILGUN
Item:;6 weapon_railgun
Item:;2 weapon_bfg
Item:;5 weapon_rocketlauncher
Item:;6 team_CTF_redflag
Kill:;2 6 13: Isgalamido killed Chessus by MOD_BFG_SPLASH
Item:;4 weapon_rocketlauncher
Item:;8 weapon_rocketlauncher
Item:;4 weapon_railgun
Kill:;5 2 7: Oootsimo killed Isgalamido by MOD_ROCKET_SPLASH
Item:;6 team_CTF_redflag
Item:;6 weapon_railgun
Item:;6 weapon_bfg
Item:;6 team_CTF_blueflag
Item:;2 weapon_railgun
Item:;7 ammo_rockets
Item:;7 ammo_bullets
Item:;7 weapon_rocketlauncher
Item:;6 weapon_railgun
Item:;8 team_CTF_redflag
Item:;5 weapon_rocketlauncher
Item:;8 weapon_rocketlauncher
Item:;7 weapon_railgun
Item:;5 weapon_rocketlauncher
ShutdownGame:;
InitGame:;\capturelimit\8\g_maxGameClients\0\timelimit\15\fraglimit\20\dmflags\0\bot_minplayers\0\sv_allowDownload\0\sv_maxclients\16\sv_privateClients\2\g_gametype\4\sv_hostname\Code Miner Server\sv_minRate\0\sv_maxRate\10000\sv_minPing\0\sv_maxPing\0\sv_floodProtect\1\version\ioq3 1.36 linux-x86_64 Apr 12 2009\protocol\68\mapname\Q3TOURNEY6_CTF\gamename\baseq3\g_needpass\0
ClientConnect:;2
ClientUserinfoChanged:;2 n\Isgalamido\t\1\model\uriel/zael\hmodel\uriel/zael\g_redteam\\g_blueteam\\c1\5\c2\5\hc\100\w\0\l\0\tt\0\tl\0
ClientBegin:;2
ClientConnect:;3
ClientUserinfoChanged:;3 n\Dono da Bola\t\1\model\sarge\hmodel\sarge\g_redteam\\g_blueteam\\c1\4\c2\5\hc\95\w\0\l\0\tt\0\tl\1
ClientBegin:;3
ClientConnect:;4
ClientUserinfoChanged:;4 n\Zeh\t\2\model\sarge/default\hmodel\sarge/default\g_redteam\\g_blueteam\\c1\1\c2\5\hc\100\w\0\l\0\tt\0\tl\1
ClientBegin:;4
ClientConnect:;5
ClientUserinfoChanged:;5 n\Oootsimo\t\2\model\razor/id\hmodel\razor/id\g_redteam\\g_blueteam\\c1\3\c2\5\hc\100\w\0\l\0\tt\0\tl\0
ClientBegin:;5
ClientConnect:;6
ClientUserinfoChanged:;6 n\Chessus\t\2\model\visor/blue\hmodel\visor/blue\g_redteam\\g_blueteam\\c1\4\c2\5\hc\100\w\0\l\0\tt\0\tl\0
ClientBegin:;6
ClientConnect:;7
ClientUserinfoChanged:;7 n\Assasinu Credi\t\1\model\james\hmodel\*james\g_redteam\\g_blueteam\\c1\4\c2\5\hc\100\w\0\l\0\tt\0\tl\0
ClientBegin:;7
ClientConnect:;8
ClientUserinfoChanged:;8 n\Mal\t\2\model\james\hmodel\*james\g_redteam\\g_blueteam\\c1\4\c2\5\hc\100\w\0\l\0\tt\0\tl\0
ClientBegin:;8
Item:;2 ammo_rockets
Item:;2 ammo_bullets
Item:;7 weapon_railgun
Kill:;1022 3 22: <world> killed Dono da Bola by MOD_TRIGGER_HURT
Item:;4 weapon_rocketlauncher
Item:;2 weapon_rocketlauncher
Item:;6 weapon_railgun
Kill:;7 6 10: Assasinu Credi killed Chessus by MOD_RAILGUN
Item:;7 weapon_railgun
Item:;4 ammo_rockets
Item:;4 ammo_bullets
Item:;3 weapon_rocketlauncher
Item:;8 team_CTF_redflag
Item:;6 weapon_railgun
Item:;2 item_health_large
Item:;7 weapon_railgun
Item:;3 team_CTF_blueflag
Item:;7 weapon_railgun
Item:;5 weapon_rocketlauncher
Item:;8 weapon_rocketlauncher
Item:;6 weapon_railgun
Item:;7 weapon_railgun
Item:;3 weapon_rocketlauncher
Item:;2 weapon_bfg
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Item:;5 weapon_railgun
Kill:;4 3 7: Zeh killed Dono da Bola by MOD_ROCKET_SPLASH
Kill:;1022 6 22: <world> killed Chessus by MOD_TRIGGER_HURT
Item:;4 team_CTF_blueflag
Item:;4 weapon_rocketlauncher
Item:;4 team_CTF_redflag
Kill:;2 5 13: Isgalamido killed Oootsimo by MOD_BFG_SPLASH
Item:;6 weapon_railgun
Item:;4 weapon_rocketlauncher
Item:;5 weapon_rocketlauncher
Item:;4 team_CTF_blueflag
Kill:;6 2 10: Chessus killed Isgalamido by MOD_RAILGUN
Item:;3 team_CTF_blueflag
Item:;6 weapon_bfg
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Kill:;1022 3 22: <world> killed Dono da Bola by MOD_TRIGGER_HURT
Item:;4 item_health_large
Item:;2 weapon_rocketlauncher
Item:;3 weapon_railgun
Item:;6 weapon_railgun
Item:;8 weapon_rocketlauncher
Kill:;7 6 10: Assasinu Credi killed Chessus by MOD_RAILGUN
Item:;3 weapon_railgun
Item:;8 team_CTF_redflag
Item:;6 weapon_railgun
Kill:;2 8 7: Isgalamido killed Mal by MOD_ROCKET_SPLASH
Item:;6 weapon_railgun
Item:;2 weapon_rocketlauncher
Item:;2 team_CTF_redflag
Item:;3 team_CTF_blueflag
Kill:;5 3 7: Oootsimo killed Dono da Bola by MOD_ROCKET_SPLASH
Item:;5 team_CTF_blueflag
Item:;5 weapon_railgun
Item:;3 weapon_rocketlauncher
Item:;8 weapon_railgun
Kill:;7 6 10: Assasinu Credi killed Chessus by MOD_RAILGUN
Kill:;7 4 10: Assasinu Credi killed Zeh by MOD_RAILGUN
Item:;8 weapon_railgun
Item:;6 weapon_rocketlauncher
Item:;4 weapon_railgun
Kill:;1022 3 22: <world> killed Dono da Bola by MOD_TRIGGER_HURT
Item:;5 ammo_rockets
Item:;5 ammo_bullets
Kill:;6 6 7: Chessus killed Chessus by MOD_ROCKET_SPLASH
Item:;3 weapon_railgun
Item:;3 weapon_rocketlauncher
Item:;6 weapon_rocketlauncher
Kill:;6 7 6: Chessus killed Assasinu Credi by MOD_ROCKET
Item:;6 weapon_railgun
Kill:;5 3 7: Oootsimo killed Dono da Bola by MOD_ROCKET_SPLASH
Item:;6 weapon_railgun
Item:;8 weapon_rocketlauncher
Item:;5 weapon_rocketlauncher
Kill:;2 6 6: Isgalamido killed Chessus by MOD_ROCKET
Item:;7 weapon_railgun
Item:;2 item_health_large
Item:;4 weapon_rocketlauncher
Item:;3 weapon_rocketlauncher
Item:;8 team_CTF_redflag
Item:;7 weapon_railgun
Kill:;8 8 7: Mal killed Mal by MOD_ROCKET_SPLASH
Item:;7 team_CTF_redflag
Item:;7 weapon_rocketlauncher
Item:;3 team_CTF_blueflag
Item:;6 team_CTF_redflag
Item:;8 weapon_rocketlauncher
Kill:;7 6 7: Assasinu Credi killed Chessus by MOD_ROCKET_SPLASH
Kill:;4 4 7: Zeh killed Zeh by MOD_ROCKET_SPLASH
Item:;7 ammo_rockets
Item:;2 team_CTF_redflag
Item:;7 ammo_bullets
Kill:;5 3 6: Oootsimo killed Dono da Bola by MOD_ROCKET
Item:;5 team_CTF_blueflag
Item:;5 weapon_rocketlauncher
Item:;5 weapon_rocketlauncher
Item:;4 weapon_rocketlauncher
Item:;6 weapon_railgun
Kill:;8 2 7: Mal killed Isgalamido by MOD_ROCKET_SPLASH
Item:;8 weapon_rocketlauncher
Item:;3 weapon_railgun
Item:;8 team_CTF_redflag
Item:;3 item_health_large
Item:;6 item_armor_body
Kill:;6 3 10: Chessus killed Dono da Bola by MOD_RAILGUN
Item:;8 weapon_railgun
Kill:;7 8 7: Assasinu Credi killed Mal by MOD_ROCKET_SPLASH
Item:;6 team_CTF_redflag
Item:;6 weapon_rocketlauncher
Item:;3 weapon_railgun
Item:;3 weapon_rocketlauncher
Item:;8 weapon_rocketlauncher
Kill:;4 7 7: Zeh killed Assasinu Credi by MOD_ROCKET_SPLASH
Item:;4 weapon_railgun
Item:;2 weapon_railgun
Item:;5 item_health_large
Item:;2 item_health_large
Kill:;4 3 10: Zeh killed Dono da Bola by MOD_RAILGUN
Item:;6 team_CTF_blueflag
Item:;6 weapon_rocketlauncher
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Item:;2 team_CTF_blueflag
Item:;7 weapon_rocketlauncher
Item:;6 weapon_rocketlauncher
Item:;5 ammo_rockets
Item:;5 ammo_bullets
Item:;4 weapon_railgun
Item:;5 weapon_rocketlauncher
Item:;6 team_CTF_redflag
Item:;3 weapon_railgun
Item:;6 weapon_rocketlauncher
Kill:;7 7 7: Assasinu Credi killed Assasinu Credi by MOD_ROCKET_SPLASH
Kill:;7 4 7: Assasinu Credi killed Zeh by MOD_ROCKET_SPLASH
Kill:;5 2 7: Oootsimo killed Isgalamido by MOD_ROCKET_SPLASH
Kill:;1022 3 22: <world> killed Dono da Bola by MOD_TRIGGER_HURT
Item:;5 team_CTF_blueflag
Item:;5 weapon_railgun
Item:;2 weapon_rocketlauncher
Item:;8 weapon_rocketlauncher
Item:;2 weapon_railgun
Item:;6 team_CTF_blueflag
Kill:;5 7 7: Oootsimo killed Assasinu Credi by MOD_ROCKET_SPLASH
Item:;6 weapon_railgun
Item:;3 weapon_rocketlauncher
Item:;6 item_armor_body
Item:;7 weapon_railgun
Item:;2 item_health_large
Item:;4 team_CTF_redflag
Item:;5 weapon_rocketlauncher
Kill:;8 3 7: Mal killed Dono da Bola by MOD_ROCKET_SPLASH
Kill:;6 2 10: Chessus killed Isgalamido by MOD_RAILGUN
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Item:;7 ammo_rockets
Item:;7 ammo_bullets
Item:;6 weapon_rocketlauncher
Item:;7 weapon_rocketlauncher
Item:;2 weapon_railgun
Item:;5 weapon_rocketlauncher
Kill:;6 7 7: Chessus killed Assasinu Credi by MOD_ROCKET_SPLASH
Item:;4 team_CTF_blueflag
Item:;8 weapon_rocketlauncher
Item:;2 weapon_railgun
Item:;6 weapon_rocketlauncher
Item:;6 weapon_rocketlauncher
Item:;3 weapon_railgun
Kill:;8 3 7: Mal killed Dono da Bola by MOD_ROCKET_SPLASH
Item:;4 weapon_rocketlauncher
Item:;3 weapon_railgun
Kill:;7 6 3: Assasinu Credi killed Chessus by MOD_MACHINEGUN
Item:;8 item_health_large
Item:;4 weapon_rocketlauncher
Item:;4 weapon_railgun
Item:;7 weapon_rocketlauncher
Item:;6 weapon_railgun
Item:;7 weapon_railgun
Item:;3 team_CTF_blueflag
Kill:;3 4 10: Dono da Bola killed Zeh by MOD_RAILGUN
Kill:;1022 6 22: <world> killed Chessus by MOD_TRIGGER_HURT
Item:;3 weapon_rocketlauncher
Item:;5 ammo_rockets
Kill:;2 8 10: Isgalamido killed Mal by MOD_RAILGUN
Item:;4 weapon_railgun
Item:;6 ammo_bullets
Item:;6 weapon_rocketlauncher
Item:;6 weapon_rocketlauncher
Item:;4 weapon_railgun
Item:;3 team_CTF_redflag
Item:;8 weapon_rocketlauncher
Kill:;7 4 10: Assasinu Credi killed Zeh by MOD_RAILGUN
Item:;5 team_CTF_redflag
Item:;7 weapon_railgun
Kill:;5 3 7: Oootsimo killed Dono da Bola by MOD_ROCKET_SPLASH
Item:;6 weapon_railgun
Item:;5 weapon_rocketlauncher
Item:;4 weapon_railgun
Item:;3 weapon_rocketlauncher
Kill:;2 5 3: Isgalamido killed Oootsimo by MOD_MACHINEGUN
Item:;2 weapon_rocketlauncher
Item:;4 weapon_rocketlauncher
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Item:;2 weapon_bfg
Item:;6 weapon_railgun
Item:;5 weapon_rocketlauncher
Item:;2 item_health
Kill:;6 7 10: Chessus killed Assasinu Credi by MOD_RAILGUN
Item:;3 team_CTF_blueflag
Item:;2 item_health_large
Item:;7 weapon_railgun
Kill:;5 3 7: Oootsimo killed Dono da Bola by MOD_ROCKET_SPLASH
Item:;6 weapon_railgun
Item:;8 team_CTF_blueflag
Item:;2 item_health_large
Item:;8 weapon_rocketlauncher
Item:;8 weapon_rocketlauncher
Item:;3 weapon_rocketlauncher
Item:;6 weapon_railgun
Kill:;2 2 13: Isgalamido killed Isgalamido by MOD_BFG_SPLASH
Item:;8 weapon_railgun
Item:;3 weapon_bfg
Item:;7 ammo_rockets
Item:;7 ammo_bullets
Item:;7 weapon_rocketlauncher
Item:;2 weapon_bfg
Item:;2 weapon_railgun
Item:;8 team_CTF_redflag
Kill:;3 6 12: Dono da Bola killed Chessus by MOD_BFG
Kill:;2 8 12: Isgalamido killed Mal by MOD_BFG
Item:;3 weapon_railgun
Item:;2 team_CTF_redflag
Item:;3 team_CTF_blueflag
Kill:;4 3 7: Zeh killed Dono da Bola by MOD_ROCKET_SPLASH
Item:;6 weapon_railgun
Item:;4 weapon_railgun
Item:;4 team_CTF_blueflag
Item:;4 item_health_large
Item:;3 weapon_railgun
Item:;6 weapon_rocketlauncher
Item:;4 weapon_railgun
Item:;3 weapon_rocketlauncher
Kill:;3 5 6: Dono da Bola killed Oootsimo by MOD_ROCKET
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Item:;7 weapon_railgun
Item:;4 weapon_rocketlauncher
Item:;5 weapon_railgun
Kill:;1022 3 22: <world> killed Dono da Bola by MOD_TRIGGER_HURT
Item:;4 ammo_rockets
Item:;7 weapon_railgun
Item:;5 ammo_bullets
Item:;5 weapon_rocketlauncher
Item:;3 weapon_rocketlauncher
Kill:;7 6 10: Assasinu Credi killed Chessus by MOD_RAILGUN
Kill:;2 5 10: Isgalamido killed Oootsimo by MOD_RAILGUN
Kill:;3 8 7: Dono da Bola killed Mal by MOD_ROCKET_SPLASH
Item:;6 weapon_railgun
Kill:;2 4 10: Isgalamido killed Zeh by MOD_RAILGUN
Kill:;4 3 7: Zeh killed Dono da Bola by MOD_ROCKET_SPLASH
Item:;5 weapon_rocketlauncher
Kill:;7 6 10: Assasinu Credi killed Chessus by MOD_RAILGUN
Item:;4 weapon_rocketlauncher
Item:;3 weapon_rocketlauncher
Item:;8 weapon_rocketlauncher
Kill:;5 2 7: Oootsimo killed Isgalamido by MOD_ROCKET_SPLASH
Item:;4 weapon_rocketlauncher
Item:;5 team_CTF_redflag
Item:;6 weapon_railgun
Item:;3 team_CTF_blueflag
Item:;3 weapon_rocketlauncher
Item:;2 weapon_rocketlauncher
Item:;7 item_health_large
Item:;7 weapon_railgun
Kill:;1022 3 22: <world> killed Dono da Bola by MOD_TRIGGER_HURT
Item:;6 weapon_railgun
Item:;2 item_health
Item:;2 weapon_bfg
Item:;3 weapon_railgun
Kill:;2 8 12: Isgalamido killed Mal by MOD_BFG
Kill:;1022 5 22: <world> killed Oootsimo by MOD_TRIGGER_HURT
Item:;2 item_health_large
Item:;3 weapon_rocketlauncher
Item:;2 team_CTF_blueflag
Item:;5 weapon_rocketlauncher
Kill:;7 4 10: Assasinu Credi killed Zeh by MOD_RAILGUN
Item:;8 weapon_railgun
Item:;5 weapon_rocketlauncher
Kill:;7 8 10: Assasinu Credi killed Mal by MOD_RAILGUN
Item:;6 item_health_large
Item:;6 weapon_railgun
Item:;2 item_armor_body
Item:;2 item_health_large
Kill:;7 6 10: Assasinu Credi killed Chessus by MOD_RAILGUN
Item:;5 team_CTF_redflag
Kill:;2 5 7: Isgalamido killed Oootsimo by MOD_ROCKET_SPLASH
Item:;3 team_CTF_redflag
Item:;3 weapon_rocketlauncher
Item:;2 team_CTF_redflag
Item:;8 weapon_rocketlauncher
Item:;6 weapon_railgun
Item:;6 weapon_railgun
Item:;3 weapon_rocketlauncher
Item:;6 weapon_railgun
Item:;4 team_CTF_redflag
Item:;8 weapon_rocketlauncher
Item:;4 ammo_rockets
Item:;4 ammo_bullets
Kill:;6 3 10: Chessus killed Dono da Bola by MOD_RAILGUN
Item:;5 weapon_rocketlauncher
Item:;7 weapon_rocketlauncher
Kill:;2 4 3: Isgalamido killed Zeh by MOD_MACHINEGUN
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Item:;3 weapon_rocketlauncher
Item:;6 weapon_railgun
Item:;7 team_CTF_blueflag
Item:;7 ammo_rockets
Item:;7 ammo_bullets
Item:;5 team_CTF_redflag
Item:;7 weapon_rocketlauncher
Kill:;1022 5 22: <world> killed Oootsimo by MOD_TRIGGER_HURT
Kill:;6 2 10: Chessus killed Isgalamido by MOD_RAILGUN
Item:;5 weapon_rocketlauncher
Item:;7 team_CTF_redflag
Item:;2 weapon_railgun
Item:;7 item_health_large
Item:;4 weapon_rocketlauncher
Kill:;6 7 10: Chessus killed Assasinu Credi by MOD_RAILGUN
Item:;5 team_CTF_redflag
Kill:;5 2 6: Oootsimo killed Isgalamido by MOD_ROCKET
Kill:;5 5 7: Oootsimo killed Oootsimo by MOD_ROCKET_SPLASH
Item:;6 weapon_railgun
Item:;3 weapon_rocketlauncher
Item:;3 team_CTF_redflag
Item:;7 weapon_rocketlauncher
Item:;4 weapon_rocketlauncher
Item:;3 weapon_rocketlauncher
Item:;3 weapon_railgun
Item:;5 weapon_rocketlauncher
Item:;2 weapon_rocketlauncher
Item:;7 weapon_railgun
Item:;5 weapon_rocketlauncher
Kill:;7 6 10: Assasinu Credi killed Chessus by MOD_RAILGUN
Item:;3 weapon_railgun
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Item:;6 weapon_railgun
Item:;4 weapon_rocketlauncher
Kill:;1022 5 22: <world> killed Oootsimo by MOD_TRIGGER_HURT
Item:;3 weapon_railgun
Item:;6 weapon_railgun
Item:;5 weapon_rocketlauncher
Item:;4 item_health_large
Kill:;7 6 10: Assasinu Credi killed Chessus by MOD_RAILGUN
Item:;8 team_CTF_redflag
Kill:;5 7 7: Oootsimo killed Assasinu Credi by MOD_ROCKET_SPLASH
Kill:;5 2 6: Oootsimo killed Isgalamido by MOD_ROCKET
Item:;4 weapon_rocketlauncher
Item:;5 weapon_rocketlauncher
Item:;7 weapon_railgun
Item:;7 weapon_railgun
Item:;5 ammo_bullets
Kill:;8 3 3: Mal killed Dono da Bola by MOD_MACHINEGUN
Item:;8 weapon_railgun
Item:;6 weapon_railgun
Item:;5 ammo_rockets
Item:;6 weapon_railgun
Item:;8 weapon_rocketlauncher
Kill:;2 8 3: Isgalamido killed Mal by MOD_MACHINEGUN
Item:;4 ammo_bullets
Item:;4 ammo_rockets
Item:;3 weapon_railgun
Item:;2 weapon_bfg
Item:;8 weapon_rocketlauncher
Kill:;1022 5 22: <world> killed Oootsimo by MOD_TRIGGER_HURT
Item:;3 weapon_rocketlauncher
Item:;5 weapon_railgun
Kill:;1022 6 22: <world> killed Chessus by MOD_TRIGGER_HURT
Item:;3 team_CTF_blueflag
Item:;5 weapon_rocketlauncher
Kill:;3 4 7: Dono da Bola killed Zeh by MOD_ROCKET_SPLASH
Item:;3 weapon_rocketlauncher
Item:;2 item_health_large
Item:;6 weapon_railgun
Kill:;6 7 10: Chessus killed Assasinu Credi by MOD_RAILGUN
Kill:;2 8 12: Isgalamido killed Mal by MOD_BFG
Kill:;5 2 7: Oootsimo killed Isgalamido by MOD_ROCKET_SPLASH
Item:;5 weapon_bfg
Item:;3 weapon_railgun
Kill:;3 5 10: Dono da Bola killed Oootsimo by MOD_RAILGUN
Item:;3 team_CTF_redflag
Item:;2 weapon_bfg
Item:;8 weapon_railgun
Item:;3 weapon_rocketlauncher
Item:;5 weapon_rocketlauncher
Kill:;2 6 13: Isgalamido killed Chessus by MOD_BFG_SPLASH
Item:;4 weapon_railgun
Item:;7 weapon_railgun
Item:;7 weapon_railgun
Kill:;1022 4 22: <world> killed Zeh by MOD_TRIGGER_HURT
Item:;3 team_CTF_blueflag
Item:;6 weapon_railgun
Kill:;5 2 6: Oootsimo killed Isgalamido by MOD_ROCKET
Kill:;5 7 7: Oootsimo killed Assasinu Credi by MOD_ROCKET_SPLASH
Item:;5 team_CTF_redflag
Item:;2 weapon_railgun
Item:;8 weapon_railgun
Item:;3 item_health_large
Item:;7 weapon_rocketlauncher
Item:;3 item_armor_body
Item:;4 weapon_rocketlauncher
Item:;5 item_health_large
Item:;3 weapon_railgun
Kill:;2 5 10: Isgalamido killed Oootsimo by MOD_RAILGUN
Item:;6 weapon_railgun
Item:;7 weapon_rocketlauncher
Item:;7 team_CTF_redflag
Item:;2 weapon_bfg
Item:;3 team_CTF_redflag
Kill:;4 3 6: Zeh killed Dono da Bola by MOD_ROCKET
Item:;4 weapon_railgun
Item:;5 weapon_rocketlauncher
Item:;4 ammo_bullets
Item:;4 ammo_rockets
Item:;8 weapon_railgun
Item:;3 weapon_rocketlauncher
Kill:;2 8 13: Isgalamido killed Mal by MOD_BFG_SPLASH
Item:;4 team_CTF_redflag
Item:;2 weapon_railgun
Item:;2 team_CTF_blueflag
Kill:;3 4 6: Dono da Bola killed Zeh by MOD_ROCKET
Item:;3 weapon_rocketlauncher
Item:;3 team_CTF_redflag
Item:;3 weapon_railgun
Item:;8 ammo_rockets
Item:;8 ammo_bullets
Item:;2 weapon_railgun
Kill:;7 5 7: Assasinu Credi killed Oootsimo by MOD_ROCKET_SPLASH
Item:;7 weapon_rocketlauncher
Item:;4 weapon_rocketlauncher
Item:;2 item_health_large
Item:;5 weapon_rocketlauncher
Item:;4 team_CTF_redflag
Kill:;6 2 10: Chessus killed Isgalamido by MOD_RAILGUN
Kill:;3 6 10: Dono da Bola killed Chessus by MOD_RAILGUN
Item:;4 weapon_rocketlauncher
Item:;5 team_CTF_blueflag
Item:;6 weapon_rocketlauncher
Item:;8 item_health_large
Item:;4 team_CTF_blueflag
Item:;7 team_CTF_blueflag
Kill:;7 7 7: Assasinu Credi killed Assasinu Credi by MOD_ROCKET_SPLASH
Item:;8 team_CTF_redflag
Kill:;6 2 6: Chessus killed Isgalamido by MOD_ROCKET
Kill:;1022 5 22: <world> killed Oootsimo by MOD_TRIGGER_HURT
Kill:;4 3 6: Zeh killed Dono da Bola by MOD_ROCKET
Item:;4 weapon_railgun
Item:;8 weapon_rocketlauncher
Item:;5 weapon_railgun
Item:;3 weapon_railgun
Item:;5 weapon_rocketlauncher
Kill:;5 2 6: Oootsimo killed Isgalamido by MOD_ROCKET
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Item:;3 weapon_railgun
Kill:;5 3 6: Oootsimo killed Dono da Bola by MOD_ROCKET
Kill:;1022 7 22: <world> killed Assasinu Credi by MOD_TRIGGER_HURT
Item:;5 team_CTF_redflag
Item:;4 weapon_rocketlauncher
Item:;3 weapon_rocketlauncher
Item:;7 weapon_railgun
Item:;4 item_health_large
Item:;6 weapon_railgun
Item:;7 weapon_railgun
Kill:;8 2 3: Mal killed Isgalamido by MOD_MACHINEGUN
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Item:;5 item_armor_body
Item:;3 team_CTF_blueflag
Item:;5 item_health_large
Item:;4 weapon_rocketlauncher
Item:;5 weapon_railgun
Item:;2 weapon_railgun
Kill:;6 3 10: Chessus killed Dono da Bola by MOD_RAILGUN
Item:;8 team_CTF_blueflag
Item:;8 weapon_rocketlauncher
Item:;6 weapon_rocketlauncher
Item:;4 weapon_bfg
Kill:;1022 5 22: <world> killed Oootsimo by MOD_TRIGGER_HURT
Item:;2 weapon_railgun
Item:;3 weapon_rocketlauncher
Item:;5 weapon_rocketlauncher
Item:;4 ammo_bullets
Item:;4 ammo_rockets
Item:;2 weapon_rocketlauncher
Kill:;7 6 10: Assasinu Credi killed Chessus by MOD_RAILGUN
Item:;3 team_CTF_blueflag
Item:;7 weapon_railgun
Item:;6 weapon_rocketlauncher
Kill:;1022 5 22: <world> killed Oootsimo by MOD_TRIGGER_HURT
Kill:;1022 3 22: <world> killed Dono da Bola by MOD_TRIGGER_HURT
Item:;8 weapon_railgun
Item:;2 ammo_rockets
Item:;2 ammo_bullets
Item:;6 weapon_railgun
Item:;3 weapon_railgun
Item:;5 weapon_rocketlauncher
Item:;3 weapon_rocketlauncher
Kill:;2 8 6: Isgalamido killed Mal by MOD_ROCKET
Item:;4 team_CTF_redflag
Kill:;5 2 6: Oootsimo killed Isgalamido by MOD_ROCKET
Kill:;4 7 13: Zeh killed Assasinu Credi by MOD_BFG_SPLASH
Item:;4 weapon_rocketlauncher
Item:;4 weapon_railgun
Item:;3 team_CTF_blueflag
Item:;2 weapon_railgun
Kill:;3 6 6: Dono da Bola killed Chessus by MOD_ROCKET
Item:;5 weapon_rocketlauncher
Item:;3 weapon_rocketlauncher
Item:;8 weapon_railgun
Item:;4 weapon_railgun
Kill:;8 3 10: Mal killed Dono da Bola by MOD_RAILGUN
Item:;2 weapon_bfg
Item:;4 item_health_large
Item:;6 weapon_rocketlauncher
Item:;7 weapon_railgun
Kill:;2 5 12: Isgalamido killed Oootsimo by MOD_BFG
Kill:;6 7 7: Chessus killed Assasinu Credi by MOD_ROCKET_SPLASH
Item:;3 weapon_rocketlauncher
Kill:;2 2 13: Isgalamido killed Isgalamido by MOD_BFG_SPLASH
Item:;8 weapon_rocketlauncher
Item:;7 weapon_railgun
Item:;3 weapon_bfg
Item:;7 weapon_railgun
Item:;3 team_CTF_blueflag
Item:;5 weapon_bfg
Item:;2 weapon_rocketlauncher
Item:;4 weapon_rocketlauncher
Item:;4 item_health
Item:;6 item_health_large
Item:;5 weapon_railgun
Kill:;3 6 13: Dono da Bola killed Chessus by MOD_BFG_SPLASH
Item:;2 weapon_bfg
Item:;4 item_health
Kill:;2 4 12: Isgalamido killed Zeh by MOD_BFG
Item:;8 weapon_rocketlauncher
Item:;4 weapon_railgun
Item:;6 weapon_rocketlauncher
Item:;2 weapon_rocketlauncher
Item:;2 team_CTF_redflag
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Kill:;5 2 10: Oootsimo killed Isgalamido by MOD_RAILGUN
Item:;3 team_CTF_redflag
Item:;4 item_armor_body
Item:;6 weapon_rocketlauncher
Item:;2 weapon_railgun
Item:;6 team_CTF_redflag
Item:;5 weapon_railgun
Item:;8 ammo_rockets
Item:;8 ammo_bullets
Kill:;1022 6 22: <world> killed Chessus by MOD_TRIGGER_HURT
Item:;3 weapon_rocketlauncher
Item:;8 weapon_rocketlauncher
Kill:;4 7 10: Zeh killed Assasinu Credi by MOD_RAILGUN
Item:;4 weapon_railgun
Item:;8 weapon_railgun
Item:;3 team_CTF_blueflag
Item:;7 ammo_rockets
Item:;7 ammo_bullets
Item:;5 team_CTF_redflag
Item:;3 weapon_rocketlauncher
Kill:;7 5 3: Assasinu Credi killed Oootsimo by MOD_MACHINEGUN
Item:;7 team_CTF_redflag
Item:;7 weapon_railgun
Item:;4 weapon_railgun
Item:;6 weapon_railgun
Item:;7 weapon_rocketlauncher
Kill:;1022 3 19: <world> killed Dono da Bola by MOD_FALLING
Item:;6 team_CTF_redflag
Item:;4 team_CTF_blueflag
Item:;4 weapon_rocketlauncher
Item:;5 weapon_rocketlauncher
Kill:;7 4 6: Assasinu Credi killed Zeh by MOD_ROCKET
Item:;6 weapon_railgun
Item:;3 weapon_rocketlauncher
Item:;7 weapon_rocketlauncher
Kill:;2 6 10: Isgalamido killed Chessus by MOD_RAILGUN
Kill:;1022 8 22: <world> killed Mal by MOD_TRIGGER_HURT
Item:;2 item_health_large
